subsector,variable_field,variable,area,energy,length,mass,monetary,power,volume,emission_gas,peru_specific_data_20250808,input_variable
Energy Fuels,ef_enfu_combustion_tonne_co2_per_tj_fuel_nuclear,:math:\text{CO}_2 Combustion Emission Factor,,tj,,tonne,,,,co2,0,1
Energy Fuels,ef_enfu_combustion_tonne_co2_per_tj_fuel_ocean,:math:\text{CO}_2 Combustion Emission Factor,,tj,,tonne,,,,co2,0,1
Energy Fuels,ef_enfu_combustion_tonne_co2_per_tj_fuel_oil,:math:\text{CO}_2 Combustion Emission Factor,,tj,,tonne,,,,co2,0,1
Energy Fuels,ef_enfu_combustion_tonne_co2_per_tj_fuel_other,:math:\text{CO}_2 Combustion Emission Factor,,tj,,tonne,,,,co2,0,1
Energy Fuels,ef_enfu_combustion_tonne_co2_per_tj_fuel_solar,:math:\text{CO}_2 Combustion Emission Factor,,tj,,tonne,,,,co2,0,1
Energy Fuels,ef_enfu_combustion_tonne_co2_per_tj_fuel_waste,:math:\text{CO}_2 Combustion Emission Factor,,tj,,tonne,,,,co2,0,1
Energy Fuels,ef_enfu_combustion_tonne_co2_per_tj_fuel_water,:math:\text{CO}_2 Combustion Emission Factor,,tj,,tonne,,,,co2,0,1
Energy Fuels,ef_enfu_combustion_tonne_co2_per_tj_fuel_wind,:math:\text{CO}_2 Combustion Emission Factor,,tj,,tonne,,,,co2,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_ammonia,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_biofuels,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_biogas,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_biomass,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_coal,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_coal_deposits,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_coke,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_crude,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_diesel,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_electricity,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_furnace_gas,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_gasoline,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_geothermal,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_hydrocarbon_gas_liquids,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_hydrogen,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_kerosene,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_natural_gas,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_natural_gas_unprocessed,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_nuclear,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_ocean,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_oil,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_other,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_solar,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_waste,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_water,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_ch4_per_tj_fuel_wind,:math:\text{CH}_4 Stationary Combustion Emission Factor,,tj,,tonne,,,,ch4,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_ammonia,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_biofuels,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_biogas,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_biomass,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_coal,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_coal_deposits,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_coke,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_crude,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_diesel,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_electricity,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_furnace_gas,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_gasoline,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_geothermal,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_hydrocarbon_gas_liquids,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_hydrogen,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_kerosene,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_natural_gas,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_natural_gas_unprocessed,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_nuclear,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_ocean,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_oil,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_other,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_solar,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_waste,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_water,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,ef_enfu_stationary_combustion_tonne_n2o_per_tj_fuel_wind,:math:\text{N}_2\text{O} Stationary Combustion Emission Factor,,tj,,tonne,,,,n2o,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_biomass,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_coal,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_coke,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_diesel,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_electricity,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_furnace_gas,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_gasoline,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_hydrocarbon_gas_liquids,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_hydrogen,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_kerosene,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_natural_gas,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_oil,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,efficfactor_enfu_industrial_energy_fuel_solar,Average Industrial Energy Fuel Efficiency Factor,,,,,,,,,0,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_biofuels,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_biogas,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_biomass,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_coal,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_coke,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_crude,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_diesel,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_furnace_gas,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_gasoline,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_hydrocarbon_gas_liquids,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_hydrogen,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_kerosene,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_natural_gas,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_enfu_mj_per_litre_fuel_oil,Volumetric Energy Density,,mj,,,,,litre,,1,1
Energy Fuels,energydensity_gravimetric_enfu_gj_per_tonne_fuel_ammonia,Gravimetric Energy Density,,gj,,tonne,,,,,1,1
Energy Fuels,energydensity_gravimetric_enfu_gj_per_tonne_fuel_biogas,Gravimetric Energy Density,,gj,,tonne,,,,,1,1
Energy Fuels,energydensity_gravimetric_enfu_gj_per_tonne_fuel_biomass,Gravimetric Energy Density,,gj,,tonne,,,,,1,1
Energy Fuels,energydensity_gravimetric_enfu_gj_per_tonne_fuel_coal,Gravimetric Energy Density,,gj,,tonne,,,,,1,1
Energy Fuels,energydensity_gravimetric_enfu_gj_per_tonne_fuel_coke,Gravimetric Energy Density,,gj,,tonne,,,,,1,1
Energy Fuels,energydensity_gravimetric_enfu_gj_per_tonne_fuel_hydrocarbon_gas_liquids,Gravimetric Energy Density,,gj,,tonne,,,,,1,1
Energy Fuels,energydensity_gravimetric_enfu_gj_per_tonne_fuel_hydrogen,Gravimetric Energy Density,,gj,,tonne,,,,,1,1
Energy Fuels,energydensity_gravimetric_enfu_gj_per_tonne_fuel_nuclear,Gravimetric Energy Density,,gj,,tonne,,,,,1,1
Energy Fuels,energydensity_gravimetric_enfu_gj_per_tonne_fuel_waste,Gravimetric Energy Density,,gj,,tonne,,,,,1,1
Energy Fuels,energydensity_gravimetric_enfu_gj_per_tonne_fuel_water,Gravimetric Energy Density,,gj,,tonne,,,,,1,1
Energy Fuels,exports_enfu_pj_fuel_ammonia,Fuel Exports,,pj,,,,,,,0,1
Energy Fuels,exports_enfu_pj_fuel_coal,Fuel Exports,,pj,,,,,,,1,1
Energy Fuels,exports_enfu_pj_fuel_crude,Fuel Exports,,pj,,,,,,,1,1
Energy Fuels,exports_enfu_pj_fuel_diesel,Fuel Exports,,pj,,,,,,,1,1
Energy Fuels,exports_enfu_pj_fuel_electricity,Fuel Exports,,pj,,,,,,,1,1
Energy Fuels,exports_enfu_pj_fuel_gasoline,Fuel Exports,,pj,,,,,,,1,1
Energy Fuels,exports_enfu_pj_fuel_hydrocarbon_gas_liquids,Fuel Exports,,pj,,,,,,,1,1
Energy Fuels,exports_enfu_pj_fuel_hydrogen,Fuel Exports,,pj,,,,,,,0,1
Energy Fuels,exports_enfu_pj_fuel_kerosene,Fuel Exports,,pj,,,,,,,1,1
Energy Fuels,exports_enfu_pj_fuel_natural_gas,Fuel Exports,,pj,,,,,,,1,1
Energy Fuels,exports_enfu_pj_fuel_oil,Fuel Exports,,pj,,,,,,,1,1
Energy Fuels,frac_enfu_fuel_demand_imported_pj_fuel_ammonia,Fraction of Fuel Demand Imported,,pj,,,,,,,0,1
Energy Fuels,frac_enfu_fuel_demand_imported_pj_fuel_coal,Fraction of Fuel Demand Imported,,pj,,,,,,,1,1
Energy Fuels,frac_enfu_fuel_demand_imported_pj_fuel_crude,Fraction of Fuel Demand Imported,,pj,,,,,,,1,1
Energy Fuels,frac_enfu_fuel_demand_imported_pj_fuel_diesel,Fraction of Fuel Demand Imported,,pj,,,,,,,1,1
Energy Fuels,frac_enfu_fuel_demand_imported_pj_fuel_electricity,Fraction of Fuel Demand Imported,,pj,,,,,,,1,1
Energy Fuels,frac_enfu_fuel_demand_imported_pj_fuel_gasoline,Fraction of Fuel Demand Imported,,pj,,,,,,,1,1
Energy Fuels,frac_enfu_fuel_demand_imported_pj_fuel_hydrocarbon_gas_liquids,Fraction of Fuel Demand Imported,,pj,,,,,,,1,1
Energy Fuels,frac_enfu_fuel_demand_imported_pj_fuel_hydrogen,Fraction of Fuel Demand Imported,,pj,,,,,,,0,1
Energy Fuels,frac_enfu_fuel_demand_imported_pj_fuel_kerosene,Fraction of Fuel Demand Imported,,pj,,,,,,,1,1
Energy Fuels,frac_enfu_fuel_demand_imported_pj_fuel_natural_gas,Fraction of Fuel Demand Imported,,pj,,,,,,,1,1
Energy Fuels,frac_enfu_fuel_demand_imported_pj_fuel_oil,Fraction of Fuel Demand Imported,,pj,,,,,,,1,1
Energy Fuels,frac_enfu_minimum_fuel_to_electricity_fuel_biogas,Minimum Fraction of Fuel Used for Electricity Generation,,,,,,,,,0,1
Energy Fuels,frac_enfu_minimum_fuel_to_electricity_fuel_waste,Minimum Fraction of Fuel Used for Electricity Generation,,,,,,,,,0,1
Energy Fuels,frac_enfu_transmission_loss_fuel_electricity,Electrical Transmission Loss Fraction,,,,,,,,,1,1
Energy Fuels,nemomod_enfu_renewable_energy_minimum_production_target_fuel_electricity,NemoMod REMinProductionTarget,,,,,,,,,0,1
Energy Storage,nemomod_enst_capital_cost_st_batteries_usd_per_kwh,NemoMod CapitalCostStorage,,kwh,,,usd,,,,1,1
Energy Storage,nemomod_enst_capital_cost_st_compressed_air_usd_per_kwh,NemoMod CapitalCostStorage,,kwh,,,usd,,,,1,1
Energy Storage,nemomod_enst_capital_cost_st_flywheels_usd_per_kwh,NemoMod CapitalCostStorage,,kwh,,,usd,,,,1,1
Energy Storage,nemomod_enst_capital_cost_st_pumped_hydro_usd_per_kwh,NemoMod CapitalCostStorage,,kwh,,,usd,,,,0,1
Energy Storage,nemomod_enst_frac_storage_charged_initial_st_batteries,NemoMod StorageStartLevel,,,,,,,,,0,1
Energy Storage,nemomod_enst_frac_storage_charged_initial_st_compressed_air,NemoMod StorageStartLevel,,,,,,,,,0,1
Energy Storage,nemomod_enst_frac_storage_charged_initial_st_flywheels,NemoMod StorageStartLevel,,,,,,,,,0,1
Energy Storage,nemomod_enst_frac_storage_charged_initial_st_pumped_hydro,NemoMod StorageStartLevel,,,,,,,,,0,1
Energy Storage,nemomod_enst_residual_capacity_st_batteries_gwh,NemoMod ResidualStorageCapacity,,gwh,,,,,,,0,1
Energy Storage,nemomod_enst_residual_capacity_st_compressed_air_gwh,NemoMod ResidualStorageCapacity,,gwh,,,,,,,0,1
Energy Storage,nemomod_enst_residual_capacity_st_flywheels_gwh,NemoMod ResidualStorageCapacity,,gwh,,,,,,,0,1
Energy Storage,nemomod_enst_residual_capacity_st_pumped_hydro_gwh,NemoMod ResidualStorageCapacity,,gwh,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_max_capacity_investment_st_batteries_pj,NemoMod TotalAnnualMaxCapacityInvestmentStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_max_capacity_investment_st_compressed_air_pj,NemoMod TotalAnnualMaxCapacityInvestmentStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_max_capacity_investment_st_flywheels_pj,NemoMod TotalAnnualMaxCapacityInvestmentStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_max_capacity_investment_st_pumped_hydro_pj,NemoMod TotalAnnualMaxCapacityInvestmentStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_max_capacity_st_batteries_pj,NemoMod TotalAnnualMaxCapacityStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_max_capacity_st_compressed_air_pj,NemoMod TotalAnnualMaxCapacityStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_max_capacity_st_flywheels_pj,NemoMod TotalAnnualMaxCapacityStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_max_capacity_st_pumped_hydro_pj,NemoMod TotalAnnualMaxCapacityStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_min_capacity_investment_st_batteries_pj,NemoMod TotalAnnualMinCapacityInvestmentStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_min_capacity_investment_st_compressed_air_pj,NemoMod TotalAnnualMinCapacityInvestmentStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_min_capacity_investment_st_flywheels_pj,NemoMod TotalAnnualMinCapacityInvestmentStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_min_capacity_investment_st_pumped_hydro_pj,NemoMod TotalAnnualMinCapacityInvestmentStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_min_capacity_st_batteries_pj,NemoMod TotalAnnualMinCapacityStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_min_capacity_st_compressed_air_pj,NemoMod TotalAnnualMinCapacityStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_min_capacity_st_flywheels_pj,NemoMod TotalAnnualMinCapacityStorage,,pj,,,,,,,0,1
Energy Storage,nemomod_enst_total_annual_min_capacity_st_pumped_hydro_pj,NemoMod TotalAnnualMinCapacityStorage,,pj,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_biogas,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_biomass,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_coal,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_coal_ccs,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_gas,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_gas_ccs,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_geothermal,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_hydropower,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_nuclear,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_ocean,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_oil,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_solar,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_waste_incineration,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_pp_wind,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_st_batteries,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_st_compressed_air,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_st_flywheels,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,efficfactor_entc_technology_fuel_use_st_pumped_hydro,Technology Efficiency of Fuel Use,,,,,,,,,0,1
Energy Technology,frac_entc_ccs_achievement_fp_hydrogen_reformation_ccs,Carbon Capture Achievement Fraction,,,,,,,,,0,1
